measure,pack,id,samp_date,spectrum,meas date,YB,YH,YC,ok,habitat,sex,age,nest
1,2,BC279,12.6.13,COL_AM_POLLOS_0216,22.05.21,10.06025026,493,0.423249422,1,Urban,1,Pull,P9
1,1,BC281,12.6.13,COL_AM_POLLOS_0217,22.05.21,7.424107651,493,0.375984136,1,Urban,1,Pull,P48
1,1,BC281,12.6.13,COL_AM_POLLOS_0218,22.05.21,6.957748067,498,0.347855044,1,Urban,1,Pull,P48
1,1,BC281,12.6.13,COL_AM_POLLOS_0219,22.05.21,8.015724779,493,0.429224662,1,Urban,1,Pull,P48
1,2,BC281,12.6.13,COL_AM_POLLOS_0220,22.05.21,8.865442042,498,0.464178907,1,Urban,1,Pull,P48
1,2,BC281,12.6.13,COL_AM_POLLOS_0221,22.05.21,8.067106643,493,0.426597046,1,Urban,1,Pull,P48
1,2,BC281,12.6.13,COL_AM_POLLOS_0222,22.05.21,8.412843049,493,0.435825612,1,Urban,1,Pull,P48
1,1,BC282,12.6.13,COL_AM_POLLOS_0223,23.05.21,10.26040002,498,0.400341645,1,Urban,2,Pull,P48
1,1,BC282,12.6.13,COL_AM_POLLOS_0224,23.05.21,9.957025943,498,0.468552684,1,Urban,2,Pull,P48
1,1,BC282,12.6.13,COL_AM_POLLOS_0225,23.05.21,9.281051302,498,0.426104023,1,Urban,2,Pull,P48
1,2,BC282,12.6.13,COL_AM_POLLOS_0226,23.05.21,10.57539212,498,0.373655892,1,Urban,2,Pull,P48
1,2,BC282,12.6.13,COL_AM_POLLOS_0227,23.05.21,11.88944252,498,0.408620942,1,Urban,2,Pull,P48
1,2,BC282,12.6.13,COL_AM_POLLOS_0228,23.05.21,9.862014346,498,0.421481428,1,Urban,2,Pull,P48
2,1,BC296,NO DATE,COL_AM_POLLOS_0229,23.05.21,5.820285567,679,0.4725396,1,Urban,1,Pull,P148
2,1,BC296,NO DATE,COL_AM_POLLOS_0230,23.05.21,6.571192452,679,0.388082182,1,Urban,1,Pull,P148
2,1,BC296,NO DATE,COL_AM_POLLOS_0231,23.05.21,7.589065159,493,0.506673581,1,Urban,1,Pull,P148
2,2,BC296,NO DATE,COL_AM_POLLOS_0232,23.05.21,8.20027558,493,0.352819884,1,Urban,1,Pull,P148
2,2,BC296,NO DATE,COL_AM_POLLOS_0233,23.05.21,8.982737868,498,0.406848936,1,Urban,1,Pull,P148
2,2,BC296,NO DATE,COL_AM_POLLOS_0234,23.05.21,7.622983539,498,0.444070313,1,Urban,1,Pull,P148
1,1,BC297,NO DATE,COL_AM_POLLOS_0235,23.05.21,7.249019672,493,0.392125451,1,Urban,1,Pull,P148
1,1,BC297,NO DATE,COL_AM_POLLOS_0236,23.05.21,7.241379811,493,0.388152894,1,Urban,1,Pull,P148
1,1,BC297,NO DATE,COL_AM_POLLOS_0237,23.05.21,7.398993905,498,0.50398876,1,Urban,1,Pull,P148
1,2,BC297,NO DATE,COL_AM_POLLOS_0238,23.05.21,8.293366785,498,0.469015179,1,Urban,1,Pull,P148
1,2,BC297,NO DATE,COL_AM_POLLOS_0239,23.05.21,7.692456526,498,0.539849245,1,Urban,1,Pull,P148
1,2,BC297,NO DATE,COL_AM_POLLOS_0240,23.05.21,9.503674724,493,0.50686407,1,Urban,1,Pull,P148
1,1,BC298,NO DATE,COL_AM_POLLOS_0241,23.05.21,8.51960951,493,0.453488863,1,Urban,2,Pull,P148
1,1,BC298,NO DATE,COL_AM_POLLOS_0242,23.05.21,10.33139162,493,0.443450454,1,Urban,2,Pull,P148
1,1,BC298,NO DATE,COL_AM_POLLOS_0243,23.05.21,9.260377814,498,0.470443315,1,Urban,2,Pull,P148
1,2,BC298,NO DATE,COL_AM_POLLOS_0244,23.05.21,8.563984117,493,0.487306302,1,Urban,2,Pull,P148
1,2,BC298,NO DATE,COL_AM_POLLOS_0245,23.05.21,8.142636577,493,0.534844023,1,Urban,2,Pull,P148
1,2,BC298,NO DATE,COL_AM_POLLOS_0246,23.05.21,9.621972403,498,0.421601676,1,Urban,2,Pull,P148
1,1,BC299,NO DATE,COL_AM_POLLOS_0247,23.05.21,10.26490216,498,0.437938416,1,Urban,2,Pull,P148
1,1,BC299,NO DATE,COL_AM_POLLOS_0248,23.05.21,8.802871162,493,0.403457934,1,Urban,2,Pull,P148
1,1,BC299,NO DATE,COL_AM_POLLOS_0249,23.05.21,8.533238222,493,0.46954155,1,Urban,2,Pull,P148
1,2,BC299,NO DATE,COL_AM_POLLOS_0250,23.05.21,9.223117609,493,0.430561952,1,Urban,2,Pull,P148
1,2,BC299,NO DATE,COL_AM_POLLOS_0251,23.05.21,11.31001986,493,0.360777615,1,Urban,2,Pull,P148
1,2,BC299,NO DATE,COL_AM_POLLOS_0252,23.05.21,10.21246649,493,0.429413718,1,Urban,2,Pull,P148
1,1,BC283,12.6.13,COL_AM_POLLOS_0253,23.05.21,10.18040909,493,0.522693074,1,Urban,2,Pull,P23
1,1,BC283,12.6.13,COL_AM_POLLOS_0254,23.05.21,8.319096762,493,0.454588554,1,Urban,2,Pull,P23
1,1,BC283,12.6.13,COL_AM_POLLOS_0255,23.05.21,9.576376785,498,0.500221331,1,Urban,2,Pull,P23
1,2,BC283,12.6.13,COL_AM_POLLOS_0256,23.05.21,10.29582453,641,0.368074612,1,Urban,2,Pull,P23
1,2,BC283,12.6.13,COL_AM_POLLOS_0257,23.05.21,11.754599,493,0.516553521,1,Urban,2,Pull,P23
1,2,BC283,12.6.13,COL_AM_POLLOS_0258,23.05.21,11.59901038,498,0.598590967,1,Urban,2,Pull,P23
1,1,BC284,12.6.13,COL_AM_POLLOS_0259,23.05.21,8.865460254,493,0.413152508,1,Urban,1,Pull,P23
1,1,BC284,12.6.13,COL_AM_POLLOS_0260,23.05.21,10.69734974,498,0.454298936,1,Urban,1,Pull,P23
1,1,BC284,12.6.13,COL_AM_POLLOS_0261,23.05.21,11.19581006,493,0.416440231,1,Urban,1,Pull,P23
1,2,BC284,12.6.13,COL_AM_POLLOS_0262,23.05.21,9.322659412,498,0.48545124,1,Urban,1,Pull,P23
1,2,BC284,12.6.13,COL_AM_POLLOS_0263,23.05.21,10.76845152,498,0.480260939,1,Urban,1,Pull,P23
1,2,BC284,12.6.13,COL_AM_POLLOS_0264,23.05.21,10.20325291,498,0.429055164,1,Urban,1,Pull,P23
1,1,BC285,12.6.13,COL_AM_POLLOS_0265,23.05.21,11.6292062,493,0.458051219,1,Urban,1,Pull,P23
1,1,BC285,12.6.13,COL_AM_POLLOS_0266,23.05.21,9.614423598,493,0.438397852,1,Urban,1,Pull,P23
1,1,BC285,12.6.13,COL_AM_POLLOS_0267,23.05.21,11.05084683,498,0.435924925,1,Urban,1,Pull,P23
1,2,BC285,12.6.13,COL_AM_POLLOS_0268,23.05.21,9.702987596,493,0.492872285,1,Urban,1,Pull,P23
1,2,BC285,12.6.13,COL_AM_POLLOS_0269,23.05.21,12.48304163,498,0.347564105,1,Urban,1,Pull,P23
1,2,BC285,12.6.13,COL_AM_POLLOS_0270,23.05.21,13.95158372,498,0.462510916,1,Urban,1,Pull,P23
1,1,BC287,12.6.13,COL_AM_POLLOS_0271,23.05.21,9.014229708,498,0.51223216,1,Urban,2,Pull,P23
1,1,BC287,12.6.13,COL_AM_POLLOS_0272,23.05.21,8.802314987,493,0.368910357,1,Urban,2,Pull,P23
1,1,BC287,12.6.13,COL_AM_POLLOS_0273,23.05.21,9.295860181,493,0.40138791,1,Urban,2,Pull,P23
1,2,BC287,12.6.13,COL_AM_POLLOS_0274,23.05.21,8.570988466,493,0.478247608,1,Urban,2,Pull,P23
1,2,BC287,12.6.13,COL_AM_POLLOS_0275,23.05.21,7.562983686,493,0.650511206,1,Urban,2,Pull,P23
1,2,BC287,12.6.13,COL_AM_POLLOS_0276,23.05.21,7.512919657,498,0.599474015,1,Urban,2,Pull,P23
1,1,BC302,13.6.13,COL_AM_POLLOS_0277,24.05.21,7.871953392,498,0.468639797,1,Urban,1,Pull,S8
1,1,BC302,13.6.13,COL_AM_POLLOS_0278,24.05.21,7.935164076,498,0.389078427,1,Urban,1,Pull,S8
1,1,BC302,13.6.13,COL_AM_POLLOS_0279,24.05.21,8.21697754,498,0.434298832,1,Urban,1,Pull,S8
1,2,BC302,13.6.13,COL_AM_POLLOS_0280,24.05.21,8.470106183,498,0.351965065,1,Urban,1,Pull,S8
1,2,BC302,13.6.13,COL_AM_POLLOS_0281,24.05.21,8.617361236,498,0.450535285,1,Urban,1,Pull,S8
1,2,BC302,13.6.13,COL_AM_POLLOS_0282,24.05.21,8.003720226,498,0.492846153,1,Urban,1,Pull,S8
1,1,BC303,13.6.13,COL_AM_POLLOS_0283,24.05.21,10.28191678,493,0.393606824,1,Urban,2,Pull,S8
1,1,BC303,13.6.13,COL_AM_POLLOS_0284,24.05.21,9.999221735,498,0.419562632,1,Urban,2,Pull,S8
1,1,BC303,13.6.13,COL_AM_POLLOS_0285,24.05.21,10.33759139,493,0.266397991,1,Urban,2,Pull,S8
1,2,BC303,13.6.13,COL_AM_POLLOS_0286,24.05.21,8.572076448,493,0.424015104,1,Urban,2,Pull,S8
1,2,BC303,13.6.13,COL_AM_POLLOS_0287,24.05.21,11.01890922,498,0.450022689,1,Urban,2,Pull,S8
1,2,BC303,13.6.13,COL_AM_POLLOS_0288,24.05.21,9.770879705,498,0.493079516,1,Urban,2,Pull,S8
1,1,BC323,13.6.13,COL_AM_POLLOS_0289,24.05.21,9.405051223,498,0.457719462,1,Forest,1,Pull,V238
1,1,BC323,13.6.13,COL_AM_POLLOS_0290,24.05.21,10.03716064,493,0.391150475,1,Forest,1,Pull,V238
1,1,BC323,13.6.13,COL_AM_POLLOS_0291,24.05.21,7.672385604,679,0.491843263,1,Forest,1,Pull,V238
1,2,BC323,13.6.13,COL_AM_POLLOS_0292,24.05.21,11.1585349,498,0.341791014,1,Forest,1,Pull,V238
1,2,BC323,13.6.13,COL_AM_POLLOS_0293,24.05.21,9.464216191,498,0.37851873,1,Forest,1,Pull,V238
1,2,BC323,13.6.13,COL_AM_POLLOS_0294,24.05.21,8.420619687,679,0.427101744,1,Forest,1,Pull,V238
1,1,BC325,13.6.13,COL_AM_POLLOS_0295,24.05.21,11.06411315,498,0.492310652,1,Forest,2,Pull,V238
1,1,BC325,13.6.13,COL_AM_POLLOS_0296,24.05.21,9.926241781,493,0.45941924,1,Forest,2,Pull,V238
1,1,BC325,13.6.13,COL_AM_POLLOS_0297,24.05.21,9.188854017,498,0.449145434,1,Forest,2,Pull,V238
1,2,BC325,13.6.13,COL_AM_POLLOS_0298,24.05.21,10.73130716,498,0.447037445,1,Forest,2,Pull,V238
1,2,BC325,13.6.13,COL_AM_POLLOS_0299,24.05.21,9.958540572,498,0.466603946,1,Forest,2,Pull,V238
1,2,BC325,13.6.13,COL_AM_POLLOS_0300,24.05.21,9.517433871,498,0.514783156,1,Forest,2,Pull,V238
1,1,BC326,13.6.13,COL_AM_POLLOS_0301,24.05.21,9.702205589,498,0.457336809,1,Forest,1,Pull,V238
1,1,BC326,13.6.13,COL_AM_POLLOS_0302,24.05.21,9.133570517,679,0.411017434,1,Forest,1,Pull,V238
1,1,BC326,13.6.13,COL_AM_POLLOS_0303,24.05.21,10.58736048,498,0.425855193,1,Forest,1,Pull,V238
1,2,BC326,13.6.13,COL_AM_POLLOS_0304,24.05.21,12.07331785,498,0.476951211,1,Forest,1,Pull,V238
1,2,BC326,13.6.13,COL_AM_POLLOS_0305,24.05.21,8.619635609,498,0.493308554,1,Forest,1,Pull,V238
1,2,BC326,13.6.13,COL_AM_POLLOS_0306,24.05.21,11.19557014,498,0.403107625,1,Forest,1,Pull,V238
1,1,BC327,13.6.13,COL_AM_POLLOS_0307,24.05.21,8.854712479,493,0.48617163,1,Forest,1,Pull,V238
1,1,BC327,13.6.13,COL_AM_POLLOS_0308,24.05.21,10.85905975,498,0.490244975,1,Forest,1,Pull,V238
1,1,BC327,13.6.13,COL_AM_POLLOS_0309,24.05.21,8.727164367,493,0.504650403,1,Forest,1,Pull,V238
1,2,BC327,13.6.13,COL_AM_POLLOS_0310,24.05.21,9.560645273,493,0.389519597,1,Forest,1,Pull,V238
1,2,BC327,13.6.13,COL_AM_POLLOS_0311,24.05.21,9.272640406,493,0.441178833,1,Forest,1,Pull,V238
1,2,BC327,13.6.13,COL_AM_POLLOS_0312,24.05.21,11.51968894,493,0.425321143,1,Forest,1,Pull,V238
1,1,BP1,12.6.13,COL_AM_POLLOS_0313,24.05.21,12.65327618,498,0.482922258,1,Forest,2,Pull,V303
1,1,BP1,12.6.13,COL_AM_POLLOS_0314,24.05.21,12.35297351,498,0.468613135,1,Forest,2,Pull,V303
1,1,BP1,12.6.13,COL_AM_POLLOS_0315,24.05.21,13.90505814,498,0.474084078,1,Forest,2,Pull,V303
1,2,BP1,12.6.13,COL_AM_POLLOS_0316,24.05.21,13.45146425,498,0.488070074,1,Forest,2,Pull,V303
1,2,BP1,12.6.13,COL_AM_POLLOS_0317,24.05.21,11.03859108,498,0.414299327,1,Forest,2,Pull,V303
1,2,BP1,12.6.13,COL_AM_POLLOS_0318,24.05.21,11.64704871,498,0.460881741,1,Forest,2,Pull,V303
1,1,BP2,12.6.13,COL_AM_POLLOS_0319,24.05.21,11.0792442,493,0.496064331,1,Forest,2,Pull,V303
1,1,BP2,12.6.13,COL_AM_POLLOS_0320,24.05.21,9.636377015,498,0.451055294,1,Forest,2,Pull,V303
1,1,BP2,12.6.13,COL_AM_POLLOS_0321,24.05.21,11.22051288,493,0.460591696,1,Forest,2,Pull,V303
1,2,BP2,12.6.13,COL_AM_POLLOS_0322,24.05.21,10.28137165,498,0.390900808,1,Forest,2,Pull,V303
1,2,BP2,12.6.13,COL_AM_POLLOS_0323,24.05.21,10.1760517,498,0.478352357,1,Forest,2,Pull,V303
1,2,BP2,12.6.13,COL_AM_POLLOS_0324,24.05.21,10.5103048,498,0.497553125,1,Forest,2,Pull,V303
1,1,BP3,12.6.13,COL_AM_POLLOS_0325,24.05.21,9.369958076,641,0.39278613,1,Forest,1,Pull,V303
1,1,BP3,12.6.13,COL_AM_POLLOS_0326,24.05.21,9.993453076,493,0.568536425,1,Forest,1,Pull,V303
1,1,BP3,12.6.13,COL_AM_POLLOS_0327,24.05.21,9.519695056,493,0.404046232,1,Forest,1,Pull,V303
1,2,BP3,12.6.13,COL_AM_POLLOS_0328,24.05.21,8.839287443,493,0.393582155,1,Forest,1,Pull,V303
1,2,BP3,12.6.13,COL_AM_POLLOS_0329,24.05.21,9.990348058,493,0.350967126,1,Forest,1,Pull,V303
1,2,BP3,12.6.13,COL_AM_POLLOS_0330,24.05.21,10.70847483,493,0.38466579,1,Forest,1,Pull,V303
1,1,BP6,12.6.13,COL_AM_POLLOS_0331,24.05.21,10.11932264,493,0.392279263,1,Forest,1,Pull,V303
1,1,BP6,12.6.13,COL_AM_POLLOS_0332,24.05.21,9.592594947,493,0.509287045,1,Forest,1,Pull,V303
1,1,BP6,12.6.13,COL_AM_POLLOS_0333,24.05.21,10.05692131,641,0.358301332,1,Forest,1,Pull,V303
1,2,BP6,12.6.13,COL_AM_POLLOS_0334,24.05.21,10.10416807,493,0.496145515,1,Forest,1,Pull,V303
1,2,BP6,12.6.13,COL_AM_POLLOS_0335,24.05.21,9.888327049,493,0.460455823,1,Forest,1,Pull,V303
1,2,BP6,12.6.13,COL_AM_POLLOS_0336,24.05.21,10.33668622,498,0.493676375,1,Forest,1,Pull,V303
1,1,BP16,12.6.13,COL_AM_POLLOS_0337,24.05.21,9.88226192,498,0.354690519,1,Forest,1,Pull,V140
1,1,BP16,12.6.13,COL_AM_POLLOS_0338,24.05.21,12.30234171,498,0.4780424,1,Forest,1,Pull,V140
1,1,BP16,12.6.13,COL_AM_POLLOS_0339,24.05.21,11.13916145,498,0.38499155,1,Forest,1,Pull,V140
1,2,BP16,12.6.13,COL_AM_POLLOS_0340,24.05.21,10.58023429,498,0.235855887,1,Forest,1,Pull,V140
1,2,BP16,12.6.13,COL_AM_POLLOS_0341,24.05.21,9.981414118,498,0.247038663,1,Forest,1,Pull,V140
1,2,BP16,12.6.13,COL_AM_POLLOS_0342,24.05.21,10.26528155,498,0.234241082,1,Forest,1,Pull,V140
1,1,BP17,12.6.13,COL_AM_POLLOS_0343,24.05.21,11.46368737,498,0.349966759,1,Forest,2,Pull,V140
1,1,BP17,12.6.13,COL_AM_POLLOS_0344,24.05.21,11.07950038,498,0.4127791,1,Forest,2,Pull,V140
1,1,BP17,12.6.13,COL_AM_POLLOS_0345,24.05.21,10.0427397,498,0.401188804,1,Forest,2,Pull,V140
1,2,BP17,12.6.13,COL_AM_POLLOS_0346,24.05.21,11.61067518,498,0.368751456,1,Forest,2,Pull,V140
1,2,BP17,12.6.13,COL_AM_POLLOS_0347,24.05.21,10.68419789,498,0.318026109,1,Forest,2,Pull,V140
1,2,BP17,12.6.13,COL_AM_POLLOS_0348,24.05.21,11.86655655,498,0.335317516,1,Forest,2,Pull,V140
1,1,BP19,12.6.13,COL_AM_POLLOS_0349,24.05.21,11.52500778,499,0.427315211,1,Forest,1,Pull,V140
1,1,BP19,12.6.13,COL_AM_POLLOS_0350,24.05.21,12.17465705,498,0.409589386,1,Forest,1,Pull,V140
1,1,BP19,12.6.13,COL_AM_POLLOS_0351,24.05.21,12.53281225,498,0.35912088,1,Forest,1,Pull,V140
1,2,BP19,12.6.13,COL_AM_POLLOS_0352,24.05.21,13.08694895,498,0.371115622,1,Forest,1,Pull,V140
1,2,BP19,12.6.13,COL_AM_POLLOS_0353,24.05.21,12.92310978,498,0.380685912,1,Forest,1,Pull,V140
1,2,BP19,12.6.13,COL_AM_POLLOS_0354,24.05.21,12.84453242,498,0.348803542,1,Forest,1,Pull,V140
1,1,BP20,12.6.13,COL_AM_POLLOS_0355,24.05.21,10.76728202,498,0.370569295,1,Forest,2,Pull,V140
1,1,BP20,12.6.13,COL_AM_POLLOS_0356,24.05.21,12.51396365,498,0.403270579,1,Forest,2,Pull,V140
1,1,BP20,12.6.13,COL_AM_POLLOS_0357,24.05.21,10.72705153,493,0.418510635,1,Forest,2,Pull,V140
1,2,BP20,12.6.13,COL_AM_POLLOS_0358,24.05.21,10.22974095,498,0.393204889,1,Forest,2,Pull,V140
1,2,BP20,12.6.13,COL_AM_POLLOS_0359,24.05.21,10.52844406,493,0.362036515,1,Forest,2,Pull,V140
1,2,BP20,12.6.13,COL_AM_POLLOS_0360,24.05.21,11.53351155,498,0.334722622,1,Forest,2,Pull,V140
1,1,BP39,12.6.13,COL_AM_POLLOS_0361,24.05.21,11.00977829,498,0.488010849,1,Forest,2,Pull,V219
1,1,BP39,12.6.13,COL_AM_POLLOS_0362,24.05.21,12.32713352,498,0.496380602,1,Forest,2,Pull,V219
1,1,BP39,12.6.13,COL_AM_POLLOS_0363,24.05.21,12.30781286,498,0.434028056,1,Forest,2,Pull,V219
1,2,BP39,12.6.13,COL_AM_POLLOS_0364,24.05.21,9.720299269,498,0.375246034,1,Forest,2,Pull,V219
1,2,BP39,12.6.13,COL_AM_POLLOS_0365,24.05.21,11.42722053,498,0.401804208,1,Forest,2,Pull,V219
1,2,BP39,12.6.13,COL_AM_POLLOS_0366,24.05.21,10.92435684,498,0.388057807,1,Forest,2,Pull,V219
1,1,BP40,12.6.13,COL_AM_POLLOS_0367,24.05.21,10.00241933,498,0.430346019,1,Forest,2,Pull,V219
1,1,BP40,12.6.13,COL_AM_POLLOS_0368,24.05.21,10.54025863,493,0.365761248,1,Forest,2,Pull,V219
1,1,BP40,12.6.13,COL_AM_POLLOS_0369,24.05.21,9.168932501,498,0.369890071,1,Forest,2,Pull,V219
1,2,BP40,12.6.13,COL_AM_POLLOS_0370,24.05.21,11.36060338,493,0.401299706,1,Forest,2,Pull,V219
1,2,BP40,12.6.13,COL_AM_POLLOS_0371,24.05.21,11.86630051,498,0.447848921,1,Forest,2,Pull,V219
1,2,BP40,12.6.13,COL_AM_POLLOS_0372,24.05.21,9.929815719,498,0.390618697,1,Forest,2,Pull,V219
1,1,BP41,12.6.13,COL_AM_POLLOS_0373,24.05.21,11.80982993,498,0.416853414,1,Forest,1,Pull,V219
1,1,BP41,12.6.13,COL_AM_POLLOS_0374,24.05.21,9.67517964,498,0.344437306,1,Forest,1,Pull,V219
1,1,BP41,12.6.13,COL_AM_POLLOS_0375,24.05.21,11.2412802,493,0.350611021,1,Forest,1,Pull,V219
1,2,BP41,12.6.13,COL_AM_POLLOS_0376,24.05.21,12.9201528,498,0.407618672,1,Forest,1,Pull,V219
1,2,BP41,12.6.13,COL_AM_POLLOS_0377,24.05.21,12.7599551,498,0.300526184,1,Forest,1,Pull,V219
1,2,BP41,12.6.13,COL_AM_POLLOS_0378,24.05.21,12.25045996,498,0.280438582,1,Forest,1,Pull,V219
1,1,BP42,12.6.13,COL_AM_POLLOS_0379,24.05.21,13.05870035,493,0.390436222,1,Forest,1,Pull,V219
1,1,BP42,12.6.13,COL_AM_POLLOS_0380,24.05.21,11.52710761,498,0.451838551,1,Forest,1,Pull,V219
1,1,BP42,12.6.13,COL_AM_POLLOS_0381,24.05.21,12.85470281,498,0.372443143,1,Forest,1,Pull,V219
1,2,BP42,12.6.13,COL_AM_POLLOS_0382,24.05.21,11.94058691,493,0.376820228,1,Forest,1,Pull,V219
1,2,BP42,12.6.13,COL_AM_POLLOS_0383,24.05.21,12.09220853,642,0.32428581,1,Forest,1,Pull,V219
1,2,BP42,12.6.13,COL_AM_POLLOS_0384,24.05.21,12.98221479,642,0.241818495,1,Forest,1,Pull,V219
1,1,BP45,12.6.13,COL_AM_POLLOS_0385,24.05.21,11.2572061,498,0.342172509,1,Forest,1,Pull,V15
1,1,BP45,12.6.13,COL_AM_POLLOS_0386,24.05.21,10.22099938,498,0.364678633,1,Forest,1,Pull,V15
1,1,BP45,12.6.13,COL_AM_POLLOS_0387,24.05.21,11.80519365,493,0.350179203,1,Forest,1,Pull,V15
1,2,BP45,12.6.13,COL_AM_POLLOS_0388,24.05.21,10.81130392,498,0.449065532,1,Forest,1,Pull,V15
1,2,BP45,12.6.13,COL_AM_POLLOS_0389,24.05.21,11.89251124,498,0.427976389,1,Forest,1,Pull,V15
1,2,BP45,12.6.13,COL_AM_POLLOS_0390,24.05.21,11.62265234,498,0.326917459,1,Forest,1,Pull,V15
1,1,BP46,12.6.13,COL_AM_POLLOS_0391,24.05.21,11.75345939,493,0.252855199,1,Forest,1,Pull,V15
1,1,BP46,12.6.13,COL_AM_POLLOS_0392,24.05.21,11.51548758,493,0.285201558,1,Forest,1,Pull,V15
1,1,BP46,12.6.13,COL_AM_POLLOS_0393,24.05.21,12.53610314,642,0.209622317,1,Forest,1,Pull,V15
1,2,BP46,12.6.13,COL_AM_POLLOS_0394,24.05.21,12.35110467,642,0.239444899,1,Forest,1,Pull,V15
1,2,BP46,12.6.13,COL_AM_POLLOS_0395,24.05.21,12.37642651,498,0.314732045,1,Forest,1,Pull,V15
1,2,BP46,12.6.13,COL_AM_POLLOS_0396,24.05.21,11.48395334,498,0.362360198,1,Forest,1,Pull,V15
1,1,BP47,12.6.13,COL_AM_POLLOS_0397,24.05.21,9.919159235,498,0.317369463,1,Forest,2,Pull,V15
1,1,BP47,12.6.13,COL_AM_POLLOS_0398,24.05.21,11.59517779,498,0.308781247,1,Forest,2,Pull,V15
1,1,BP47,12.6.13,COL_AM_POLLOS_0399,24.05.21,8.668543916,498,0.426647636,1,Forest,2,Pull,V15
1,2,BP47,12.6.13,COL_AM_POLLOS_0400,24.05.21,10.23553842,493,0.457743278,1,Forest,2,Pull,V15
1,2,BP47,12.6.13,COL_AM_POLLOS_0401,24.05.21,9.928235913,493,0.445309353,1,Forest,2,Pull,V15
1,2,BP47,12.6.13,COL_AM_POLLOS_0402,24.05.21,9.118326084,498,0.399967072,1,Forest,2,Pull,V15
1,1,BP51,12.6.13,COL_AM_POLLOS_0403,24.05.21,9.347535781,641,0.283459375,1,Forest,1,Pull,V15
1,1,BP51,12.6.13,COL_AM_POLLOS_0404,24.05.21,9.814315781,498,0.343800384,1,Forest,1,Pull,V15
1,1,BP51,12.6.13,COL_AM_POLLOS_0405,24.05.21,9.05745298,498,0.397808647,1,Forest,1,Pull,V15
1,2,BP51,12.6.13,COL_AM_POLLOS_0406,24.05.21,11.23329337,499,0.445143421,1,Forest,1,Pull,V15
1,2,BP51,12.6.13,COL_AM_POLLOS_0407,24.05.21,11.40557429,498,0.365436111,1,Forest,1,Pull,V15
1,2,BP51,12.6.13,COL_AM_POLLOS_0408,24.05.21,10.65692531,499,0.338502763,1,Forest,1,Pull,V15
1,1,BP108,14.6.13,COL_AM_POLLOS_0409,24.05.21,13.14042039,498,0.400393344,1,Forest,1,Pull,V381
1,1,BP108,14.6.13,COL_AM_POLLOS_0410,24.05.21,12.05305915,498,0.347731135,1,Forest,1,Pull,V381
1,1,BP108,14.6.13,COL_AM_POLLOS_0411,24.05.21,13.99182009,498,0.364549738,1,Forest,1,Pull,V381
1,2,BP108,14.6.13,COL_AM_POLLOS_0412,24.05.21,12.08074687,642,0.226284989,1,Forest,1,Pull,V381
1,2,BP108,14.6.13,COL_AM_POLLOS_0413,24.05.21,12.67238461,498,0.387675489,1,Forest,1,Pull,V381
1,2,BP108,14.6.13,COL_AM_POLLOS_0414,24.05.21,13.9393875,498,0.375315288,1,Forest,1,Pull,V381
1,1,BP111,14.6.13,COL_AM_POLLOS_0415,24.05.21,9.318671978,499,0.447749916,1,Forest,2,Pull,V381
1,1,BP111,14.6.13,COL_AM_POLLOS_0416,24.05.21,8.683912076,493,0.389728066,1,Forest,2,Pull,V381
1,1,BP111,14.6.13,COL_AM_POLLOS_0417,24.05.21,9.014786604,493,0.380089758,1,Forest,2,Pull,V381
1,2,BP111,14.6.13,COL_AM_POLLOS_0418,24.05.21,8.292914241,498,0.434266251,1,Forest,2,Pull,V381
1,2,BP111,14.6.13,COL_AM_POLLOS_0419,24.05.21,10.80829843,498,0.405058021,1,Forest,2,Pull,V381
1,2,BP111,14.6.13,COL_AM_POLLOS_0420,24.05.21,9.069497997,642,0.304174691,1,Forest,2,Pull,V381
1,1,BP112,14.6.13,COL_AM_POLLOS_0421,24.05.21,10.20356996,493,0.42736188,1,Forest,2,Pull,V381
1,1,BP112,14.6.13,COL_AM_POLLOS_0422,24.05.21,9.892385788,498,0.370095757,1,Forest,2,Pull,V381
1,1,BP112,14.6.13,COL_AM_POLLOS_0423,24.05.21,11.48428631,498,0.374137625,1,Forest,2,Pull,V381
1,2,BP112,14.6.13,COL_AM_POLLOS_0424,24.05.21,9.676826988,498,0.293231903,1,Forest,2,Pull,V381
1,2,BP112,14.6.13,COL_AM_POLLOS_0425,24.05.21,11.02990523,498,0.303118715,1,Forest,2,Pull,V381
1,2,BP112,14.6.13,COL_AM_POLLOS_0426,24.05.21,10.79464705,641,0.301674187,1,Forest,2,Pull,V381
1,1,BP115,14.6.13,COL_AM_POLLOS_0427,24.05.21,7.619459927,493,0.409600851,1,Forest,1,Pull,V381
1,1,BP115,14.6.13,COL_AM_POLLOS_0428,24.05.21,7.14314159,642,0.423772624,1,Forest,1,Pull,V381
1,1,BP115,14.6.13,COL_AM_POLLOS_0429,24.05.21,8.018166868,642,0.433192909,1,Forest,1,Pull,V381
1,2,BP115,14.6.13,COL_AM_POLLOS_0430,24.05.21,9.168302455,498,0.411409702,1,Forest,1,Pull,V381
1,2,BP115,14.6.13,COL_AM_POLLOS_0431,24.05.21,8.399871389,498,0.437446045,1,Forest,1,Pull,V381
1,2,BP115,14.6.13,COL_AM_POLLOS_0432,24.05.21,11.30583338,499,0.400837075,1,Forest,1,Pull,V381
2,1,BC303,13.6.13,COL_AM_POLLOS_0433,29.05.21,10.56031275,498,0.383486239,1,Urban,2,Pull,S8
