measure,pack,id,Ring,samp_date,spectrum,YB,YC,meanyb,meanyc,habitat,sex,age,nest,ok
2,1,PB295,2KR97334,31.05.14,GT_AMAR_0211,11.95757996,0.714442457,11.4090505,0.68845489,Forest,1,3K+,V177,1
2,1,PB295,2KR97334,31.05.14,GT_AMAR_0212,12.52834313,0.767907172,11.4090505,0.68845489,Forest,1,3K+,V177,1
2,1,PB295,2KR97334,31.05.14,GT_AMAR_0213,10.56081994,0.59947852,11.4090505,0.68845489,Forest,1,3K+,V177,1
2,2,PB295,2KR97334,31.05.14,GT_AMAR_0214,11.29843236,0.716682998,11.4090505,0.68845489,Forest,1,3K+,V177,1
2,2,PB295,2KR97334,31.05.14,GT_AMAR_0215,11.46561809,0.695662306,11.4090505,0.68845489,Forest,1,3K+,V177,1
2,2,PB295,2KR97334,31.05.14,GT_AMAR_0216,10.64350948,0.636555886,11.4090505,0.68845489,Forest,1,3K+,V177,1
2,1,PB280,2KR97319,31.05.14,GT_AMAR_0217,12.04383117,0.727539856,11.47978072,0.678173066,Forest,1,3K+,V124,1
2,1,PB280,2KR97319,31.05.14,GT_AMAR_0218,9.742470049,0.749108124,11.47978072,0.678173066,Forest,1,3K+,V124,1
2,1,PB280,2KR97319,31.05.14,GT_AMAR_0219,10.89841583,0.716327231,11.47978072,0.678173066,Forest,1,3K+,V124,1
2,2,PB280,2KR97319,31.05.14,GT_AMAR_0220,10.76844661,0.56435554,11.47978072,0.678173066,Forest,1,3K+,V124,1
2,2,PB280,2KR97319,31.05.14,GT_AMAR_0221,12.47445155,0.615554934,11.47978072,0.678173066,Forest,1,3K+,V124,1
2,2,PB280,2KR97319,31.05.14,GT_AMAR_0222,12.95106911,0.696152714,11.47978072,0.678173066,Forest,1,3K+,V124,1
2,1,PB190,2KS92264,28.05.14,GT_AMAR_0223,9.962747608,0.466752578,11.31222724,0.466424256,Urban,2,2K,P125,1
2,1,PB190,2KS92264,28.05.14,GT_AMAR_0224,11.47462002,0.514466684,11.31222724,0.466424256,Urban,2,2K,P125,1
2,1,PB190,2KS92264,28.05.14,GT_AMAR_0225,11.95415202,0.419021068,11.31222724,0.466424256,Urban,2,2K,P125,1
2,2,PB190,2KS92264,28.05.14,GT_AMAR_0226,10.4621213,0.494794453,11.31222724,0.466424256,Urban,2,2K,P125,1
2,2,PB190,2KS92264,28.05.14,GT_AMAR_0227,11.55350248,0.452312115,11.31222724,0.466424256,Urban,2,2K,P125,1
2,2,PB190,2KS92264,28.05.14,GT_AMAR_0228,12.46622003,0.451198639,11.31222724,0.466424256,Urban,2,2K,P125,1
2,1,PB212,2KP22174,29.05.14,GT_AMAR_0229,12.9567976,0.632647364,13.43776943,0.55438227,Forest,2,2K,V399,1
2,1,PB212,2KP22174,29.05.14,GT_AMAR_0230,14.12064746,0.717390455,13.43776943,0.55438227,Forest,2,2K,V399,1
2,1,PB212,2KP22174,29.05.14,GT_AMAR_0231,12.76995365,0.690988159,13.43776943,0.55438227,Forest,2,2K,V399,1
2,2,PB212,2KP22174,29.05.14,GT_AMAR_0232,13.14413278,0.518776186,13.43776943,0.55438227,Forest,2,2K,V399,1
2,2,PB212,2KP22174,29.05.14,GT_AMAR_0233,13.36807662,0.41861145,13.43776943,0.55438227,Forest,2,2K,V399,1
2,2,PB212,2KP22174,29.05.14,GT_AMAR_0234,14.26700847,0.347880005,13.43776943,0.55438227,Forest,2,2K,V399,1
2,1,PB211,2KP22173,29.05.14,GT_AMAR_0235,14.36453986,0.664425263,13.02332507,0.648566692,Forest,2,3K+,V395,1
2,1,PB211,2KP22173,29.05.14,GT_AMAR_0236,11.79442445,0.646524151,13.02332507,0.648566692,Forest,2,3K+,V395,1
2,1,PB211,2KP22173,29.05.14,GT_AMAR_0237,12.55014168,0.688756121,13.02332507,0.648566692,Forest,2,3K+,V395,1
2,2,PB211,2KP22173,29.05.14,GT_AMAR_0238,12.62868989,0.685984076,13.02332507,0.648566692,Forest,2,3K+,V395,1
2,2,PB211,2KP22173,29.05.14,GT_AMAR_0239,13.51876464,0.637708262,13.02332507,0.648566692,Forest,2,3K+,V395,1
2,2,PB211,2KP22173,29.05.14,GT_AMAR_0240,13.28338991,0.568002279,13.02332507,0.648566692,Forest,2,3K+,V395,1
1,1,PB90,2KP22114,24.05.14,GT_AMAR_0241,12.18939937,0.597483185,12.63350397,0.639566953,Forest,2,3K+,V198,1
1,1,PB90,2KP22114,24.05.14,GT_AMAR_0242,13.95946785,0.606971557,12.63350397,0.639566953,Forest,2,3K+,V198,1
1,1,PB90,2KP22114,24.05.14,GT_AMAR_0243,12.56865626,0.690726028,12.63350397,0.639566953,Forest,2,3K+,V198,1
1,2,PB90,2KP22114,24.05.14,GT_AMAR_0244,11.56125947,0.58658471,12.63350397,0.639566953,Forest,2,3K+,V198,1
1,2,PB90,2KP22114,24.05.14,GT_AMAR_0245,12.70340142,0.708933243,12.63350397,0.639566953,Forest,2,3K+,V198,1
1,2,PB90,2KP22114,24.05.14,GT_AMAR_0246,12.81883944,0.646702994,12.63350397,0.639566953,Forest,2,3K+,V198,1
1,1,PB91,2KP22115,24.05.14,GT_AMAR_0247,11.09613551,0.541378054,11.30719925,0.491658842,Forest,1,2K,V15,1
1,1,PB91,2KP22115,24.05.14,GT_AMAR_0248,12.42963678,0.575329279,11.30719925,0.491658842,Forest,1,2K,V15,1
1,1,PB91,2KP22115,24.05.14,GT_AMAR_0249,9.769018673,0.512313964,11.30719925,0.491658842,Forest,1,2K,V15,1
1,2,PB91,2KP22115,24.05.14,GT_AMAR_0250,10.81468539,0.429124013,11.30719925,0.491658842,Forest,1,2K,V15,1
1,2,PB91,2KP22115,24.05.14,GT_AMAR_0251,12.4773736,0.477153874,11.30719925,0.491658842,Forest,1,2K,V15,1
1,2,PB91,2KP22115,24.05.14,GT_AMAR_0252,11.25634551,0.414653869,11.30719925,0.491658842,Forest,1,2K,V15,1
1,1,PB92,2KP22116,24.05.14,GT_AMAR_0253,11.41066585,0.6708551,11.38327526,0.582082895,Forest,2,2K,V313,1
1,1,PB92,2KP22116,24.05.14,GT_AMAR_0254,11.52639965,0.563721953,11.38327526,0.582082895,Forest,2,2K,V313,1
1,1,PB92,2KP22116,24.05.14,GT_AMAR_0255,10.46289291,0.623130195,11.38327526,0.582082895,Forest,2,2K,V313,1
1,2,PB92,2KP22116,24.05.14,GT_AMAR_0256,10.55771608,0.559325336,11.38327526,0.582082895,Forest,2,2K,V313,1
1,2,PB92,2KP22116,24.05.14,GT_AMAR_0257,11.16874407,0.478739095,11.38327526,0.582082895,Forest,2,2K,V313,1
1,2,PB92,2KP22116,24.05.14,GT_AMAR_0258,13.17323302,0.596725691,11.38327526,0.582082895,Forest,2,2K,V313,1
1,1,PB93,2KR97409,24.05.14,GT_AMAR_0259,11.21927961,0.603161468,11.74539066,0.546840223,Forest,2,3K+,V302,1
1,1,PB93,2KR97409,24.05.14,GT_AMAR_0260,10.86751565,0.485239498,11.74539066,0.546840223,Forest,2,3K+,V302,1
1,1,PB93,2KR97409,24.05.14,GT_AMAR_0261,12.38640004,0.642744107,11.74539066,0.546840223,Forest,2,3K+,V302,1
1,2,PB93,2KR97409,24.05.14,GT_AMAR_0262,10.75140106,0.556156886,11.74539066,0.546840223,Forest,2,3K+,V302,1
1,2,PB93,2KR97409,24.05.14,GT_AMAR_0263,12.03645632,0.47397633,11.74539066,0.546840223,Forest,2,3K+,V302,1
1,2,PB93,2KR97409,24.05.14,GT_AMAR_0264,13.21129126,0.51976305,11.74539066,0.546840223,Forest,2,3K+,V302,1
1,1,PB94,2KS26036,24.05.14,GT_AMAR_0265,11.38330766,0.590638956,12.59754486,0.561773181,Forest,1,3K+,V302,1
1,1,PB94,2KS26036,24.05.14,GT_AMAR_0266,11.89124134,0.528310497,12.59754486,0.561773181,Forest,1,3K+,V302,1
1,1,PB94,2KS26036,24.05.14,GT_AMAR_0267,10.3371649,0.624070916,12.59754486,0.561773181,Forest,1,3K+,V302,1
1,2,PB94,2KS26036,24.05.14,GT_AMAR_0268,14.77648275,0.601414633,12.59754486,0.561773181,Forest,1,3K+,V302,1
1,2,PB94,2KS26036,24.05.14,GT_AMAR_0269,14.24118915,0.553722421,12.59754486,0.561773181,Forest,1,3K+,V302,1
1,2,PB94,2KS26036,24.05.14,GT_AMAR_0270,12.95588336,0.472481666,12.59754486,0.561773181,Forest,1,3K+,V302,1
1,1,PB95,2KP22117,24.05.14,GT_AMAR_0271,9.334106111,0.622029288,10.17688184,0.568793143,Forest,2,2K,V394,1
1,1,PB95,2KP22117,24.05.14,GT_AMAR_0272,10.08985999,0.584356248,10.17688184,0.568793143,Forest,2,2K,V394,1
1,1,PB95,2KP22117,24.05.14,GT_AMAR_0273,10.0598278,0.431345114,10.17688184,0.568793143,Forest,2,2K,V394,1
1,2,PB95,2KP22117,24.05.14,GT_AMAR_0274,11.16853692,0.557231283,10.17688184,0.568793143,Forest,2,2K,V394,1
1,2,PB95,2KP22117,24.05.14,GT_AMAR_0275,10.52179912,0.597405489,10.17688184,0.568793143,Forest,2,2K,V394,1
1,2,PB95,2KP22117,24.05.14,GT_AMAR_0276,9.887161097,0.620391435,10.17688184,0.568793143,Forest,2,2K,V394,1
1,1,PB105,2KS91889,25.05.14,GT_AMAR_0277,13.93971527,0.588274449,13.30086478,0.471586892,Urban,2,2K,P134,1
1,1,PB105,2KS91889,25.05.14,GT_AMAR_0278,12.81087089,0.404258161,13.30086478,0.471586892,Urban,2,2K,P134,1
1,1,PB105,2KS91889,25.05.14,GT_AMAR_0279,13.1375146,0.413658122,13.30086478,0.471586892,Urban,2,2K,P134,1
1,2,PB105,2KS91889,25.05.14,GT_AMAR_0280,13.55138381,0.488496901,13.30086478,0.471586892,Urban,2,2K,P134,1
1,2,PB105,2KS91889,25.05.14,GT_AMAR_0281,11.48820077,0.522211716,13.30086478,0.471586892,Urban,2,2K,P134,1
1,2,PB105,2KS91889,25.05.14,GT_AMAR_0282,14.87750336,0.412622001,13.30086478,0.471586892,Urban,2,2K,P134,1
1,1,PB110,2KS91898,25.05.14,GT_AMAR_0283,13.63355904,0.67808866,13.48084912,0.555818476,Urban,2,3K+,RS17,1
1,1,PB110,2KS91898,25.05.14,GT_AMAR_0284,14.2414134,0.553529004,13.48084912,0.555818476,Urban,2,3K+,RS17,1
1,1,PB110,2KS91898,25.05.14,GT_AMAR_0285,12.90259259,0.64914569,13.48084912,0.555818476,Urban,2,3K+,RS17,1
1,2,PB110,2KS91898,25.05.14,GT_AMAR_0286,13.97202451,0.441780837,13.48084912,0.555818476,Urban,2,3K+,RS17,1
1,2,PB110,2KS91898,25.05.14,GT_AMAR_0287,12.80692418,0.488923656,13.48084912,0.555818476,Urban,2,3K+,RS17,1
1,2,PB110,2KS91898,25.05.14,GT_AMAR_0288,13.32858102,0.523443006,13.48084912,0.555818476,Urban,2,3K+,RS17,1
1,1,PB111,2KS91899,25.05.14,GT_AMAR_0289,15.08301296,0.554362046,15.25162289,0.503739905,Urban,1,3K+,RS17,1
1,1,PB111,2KS91899,25.05.14,GT_AMAR_0290,14.04070666,0.437699679,15.25162289,0.503739905,Urban,1,3K+,RS17,1
1,1,PB111,2KS91899,25.05.14,GT_AMAR_0291,14.30717874,0.30147108,15.25162289,0.503739905,Urban,1,3K+,RS17,1
1,2,PB111,2KS91899,25.05.14,GT_AMAR_0292,16.48334996,0.621452743,15.25162289,0.503739905,Urban,1,3K+,RS17,1
1,2,PB111,2KS91899,25.05.14,GT_AMAR_0293,16.38160394,0.674730716,15.25162289,0.503739905,Urban,1,3K+,RS17,1
1,2,PB111,2KS91899,25.05.14,GT_AMAR_0294,15.2138851,0.432723166,15.25162289,0.503739905,Urban,1,3K+,RS17,1
1,1,PB112,2KS92300,25.05.14,GT_AMAR_0295,7.2330256,0.389634348,8.106906892,0.300106395,Urban,1,2K,R27,1
1,1,PB112,2KS92300,25.05.14,GT_AMAR_0296,8.026930818,0.452820846,8.106906892,0.300106395,Urban,1,2K,R27,1
1,1,PB112,2KS92300,25.05.14,GT_AMAR_0297,8.260282882,0.31155078,8.106906892,0.300106395,Urban,1,2K,R27,1
1,2,PB112,2KS92300,25.05.14,GT_AMAR_0298,7.074986324,0.312357366,8.106906892,0.300106395,Urban,1,2K,R27,1
1,2,PB112,2KS92300,25.05.14,GT_AMAR_0299,9.627031547,0.158001092,8.106906892,0.300106395,Urban,1,2K,R27,1
1,2,PB112,2KS92300,25.05.14,GT_AMAR_0300,8.41918418,0.176273937,8.106906892,0.300106395,Urban,1,2K,R27,1
1,1,PB114,2KS91258,25.05.14,GT_AMAR_0301,12.95721048,0.511172712,13.19322921,0.492242769,Urban,1,2K,K28,1
1,1,PB114,2KS91258,25.05.14,GT_AMAR_0302,13.14072124,0.511787995,13.19322921,0.492242769,Urban,1,2K,K28,1
1,1,PB114,2KS91258,25.05.14,GT_AMAR_0303,12.03415925,0.538838552,13.19322921,0.492242769,Urban,1,2K,K28,1
1,2,PB114,2KS91258,25.05.14,GT_AMAR_0304,14.56427448,0.488141497,13.19322921,0.492242769,Urban,1,2K,K28,1
1,2,PB114,2KS91258,25.05.14,GT_AMAR_0305,12.74250285,0.421214212,13.19322921,0.492242769,Urban,1,2K,K28,1
1,2,PB114,2KS91258,25.05.14,GT_AMAR_0306,13.72050699,0.482301645,13.19322921,0.492242769,Urban,1,2K,K28,1
1,1,PB115,2KS92302,25.05.14,GT_AMAR_0307,11.42377779,0.303259086,11.17134571,0.401356112,Urban,2,2K,K28,1
1,1,PB115,2KS92302,25.05.14,GT_AMAR_0308,10.68456766,0.281858859,11.17134571,0.401356112,Urban,2,2K,K28,1
1,1,PB115,2KS92302,25.05.14,GT_AMAR_0309,11.03681659,0.40970171,11.17134571,0.401356112,Urban,2,2K,K28,1
1,2,PB115,2KS92302,25.05.14,GT_AMAR_0310,11.11757391,0.476124235,11.17134571,0.401356112,Urban,2,2K,K28,1
1,2,PB115,2KS92302,25.05.14,GT_AMAR_0311,11.21198034,0.454084469,11.17134571,0.401356112,Urban,2,2K,K28,1
1,2,PB115,2KS92302,25.05.14,GT_AMAR_0312,11.55335797,0.483108315,11.17134571,0.401356112,Urban,2,2K,K28,1
1,1,PB126,2KR97135,25.05.14,GT_AMAR_0313,11.58960289,0.472397995,12.33497625,0.549570303,Forest,1,2K,V150,1
1,1,PB126,2KR97135,25.05.14,GT_AMAR_0314,12.81444438,0.505796822,12.33497625,0.549570303,Forest,1,2K,V150,1
1,1,PB126,2KR97135,25.05.14,GT_AMAR_0315,11.67969624,0.535168875,12.33497625,0.549570303,Forest,1,2K,V150,1
1,2,PB126,2KR97135,25.05.14,GT_AMAR_0316,12.02452669,0.652226373,12.33497625,0.549570303,Forest,1,2K,V150,1
1,2,PB126,2KR97135,25.05.14,GT_AMAR_0317,13.2708141,0.485908668,12.33497625,0.549570303,Forest,1,2K,V150,1
1,2,PB126,2KR97135,25.05.14,GT_AMAR_0318,12.63077322,0.645923082,12.33497625,0.549570303,Forest,1,2K,V150,1
1,1,PB127,2KS26038,25.05.14,GT_AMAR_0319,12.57212143,0.543432967,12.88034898,0.509387576,Forest,2,3K+,V184,1
1,1,PB127,2KS26038,25.05.14,GT_AMAR_0320,13.4151625,0.589921231,12.88034898,0.509387576,Forest,2,3K+,V184,1
1,1,PB127,2KS26038,25.05.14,GT_AMAR_0321,12.36735031,0.478102477,12.88034898,0.509387576,Forest,2,3K+,V184,1
1,2,PB127,2KS26038,25.05.14,GT_AMAR_0322,12.39306301,0.434428459,12.88034898,0.509387576,Forest,2,3K+,V184,1
1,2,PB127,2KS26038,25.05.14,GT_AMAR_0323,12.7537619,0.434167497,12.88034898,0.509387576,Forest,2,3K+,V184,1
1,2,PB127,2KS26038,25.05.14,GT_AMAR_0324,13.78063471,0.576272824,12.88034898,0.509387576,Forest,2,3K+,V184,1
1,1,PB128,2KP22119,25.05.14,GT_AMAR_0325,10.2349255,0.452789648,11.44003316,0.529989198,Forest,2,2K,V152,1
1,1,PB128,2KP22119,25.05.14,GT_AMAR_0326,12.0611541,0.574015889,11.44003316,0.529989198,Forest,2,2K,V152,1
1,1,PB128,2KP22119,25.05.14,GT_AMAR_0327,11.50133802,0.541192183,11.44003316,0.529989198,Forest,2,2K,V152,1
1,2,PB128,2KP22119,25.05.14,GT_AMAR_0328,11.17602461,0.556942289,11.44003316,0.529989198,Forest,2,2K,V152,1
1,2,PB128,2KP22119,25.05.14,GT_AMAR_0329,10.24672133,0.492574538,11.44003316,0.529989198,Forest,2,2K,V152,1
1,2,PB128,2KP22119,25.05.14,GT_AMAR_0330,13.42003537,0.562420642,11.44003316,0.529989198,Forest,2,2K,V152,1
1,1,PB129,2KP22120,25.05.14,GT_AMAR_0331,12.93271383,0.489527656,12.86967671,0.503433832,Forest,1,3K+,V141,1
1,1,PB129,2KP22120,25.05.14,GT_AMAR_0332,12.58690007,0.342319458,12.86967671,0.503433832,Forest,1,3K+,V141,1
1,1,PB129,2KP22120,25.05.14,GT_AMAR_0333,11.56287435,0.338867105,12.86967671,0.503433832,Forest,1,3K+,V141,1
1,2,PB129,2KP22120,25.05.14,GT_AMAR_0334,12.94872308,0.63237197,12.86967671,0.503433832,Forest,1,3K+,V141,1
1,2,PB129,2KP22120,25.05.14,GT_AMAR_0335,13.52117996,0.634709834,12.86967671,0.503433832,Forest,1,3K+,V141,1
1,2,PB129,2KP22120,25.05.14,GT_AMAR_0336,13.665669,0.582806966,12.86967671,0.503433832,Forest,1,3K+,V141,1
1,1,PB131,2KR97143,26.05.14,GT_AMAR_0337,11.15545233,0.545702138,11.22321324,0.475344916,Forest,1,2K,V6,1
1,1,PB131,2KR97143,26.05.14,GT_AMAR_0338,11.90034132,0.509065024,11.22321324,0.475344916,Forest,1,2K,V6,1
1,1,PB131,2KR97143,26.05.14,GT_AMAR_0339,10.48909663,0.504597255,11.22321324,0.475344916,Forest,1,2K,V6,1
1,2,PB131,2KR97143,26.05.14,GT_AMAR_0340,11.81075522,0.412893582,11.22321324,0.475344916,Forest,1,2K,V6,1
1,2,PB131,2KR97143,26.05.14,GT_AMAR_0341,10.93017673,0.484547926,11.22321324,0.475344916,Forest,1,2K,V6,1
1,2,PB131,2KR97143,26.05.14,GT_AMAR_0342,11.05345719,0.395263568,11.22321324,0.475344916,Forest,1,2K,V6,1
1,1,PB135,2KP22124,26.05.14,GT_AMAR_0343,10.5702157,0.481579822,11.04982203,0.512865555,Forest,2,2K,V334,1
1,1,PB135,2KP22124,26.05.14,GT_AMAR_0344,10.45110979,0.724410917,11.04982203,0.512865555,Forest,2,2K,V334,1
1,1,PB135,2KP22124,26.05.14,GT_AMAR_0345,10.88918885,0.463165467,11.04982203,0.512865555,Forest,2,2K,V334,1
1,2,PB135,2KP22124,26.05.14,GT_AMAR_0346,10.68814419,0.487501566,11.04982203,0.512865555,Forest,2,2K,V334,1
1,2,PB135,2KP22124,26.05.14,GT_AMAR_0347,12.36498624,0.468632668,11.04982203,0.512865555,Forest,2,2K,V334,1
1,2,PB135,2KP22124,26.05.14,GT_AMAR_0348,11.33528738,0.451902891,11.04982203,0.512865555,Forest,2,2K,V334,1
1,1,PB136,2KP22125,26.05.14,GT_AMAR_0349,11.15793735,0.320966915,11.58939879,0.442287878,Forest,2,2K,V337,1
1,1,PB136,2KP22125,26.05.14,GT_AMAR_0350,11.71380947,0.529528078,11.58939879,0.442287878,Forest,2,2K,V337,1
1,1,PB136,2KP22125,26.05.14,GT_AMAR_0351,11.3709529,0.481451357,11.58939879,0.442287878,Forest,2,2K,V337,1
1,2,PB136,2KP22125,26.05.14,GT_AMAR_0352,11.01102934,0.436631305,11.58939879,0.442287878,Forest,2,2K,V337,1
1,2,PB136,2KP22125,26.05.14,GT_AMAR_0353,12.67802392,0.429542469,11.58939879,0.442287878,Forest,2,2K,V337,1
1,2,PB136,2KP22125,26.05.14,GT_AMAR_0354,11.60463977,0.455607146,11.58939879,0.442287878,Forest,2,2K,V337,1
1,1,PB139,2KR97493,26.05.14,GT_AMAR_0355,15.64218394,0.591255071,15.68856565,0.598170783,Forest,1,3K+,V207,1
1,1,PB139,2KR97493,26.05.14,GT_AMAR_0356,15.72896376,0.700599315,15.68856565,0.598170783,Forest,1,3K+,V207,1
1,1,PB139,2KR97493,26.05.14,GT_AMAR_0357,16.63756423,0.541059227,15.68856565,0.598170783,Forest,1,3K+,V207,1
1,2,PB139,2KR97493,26.05.14,GT_AMAR_0358,15.20901115,0.525826942,15.68856565,0.598170783,Forest,1,3K+,V207,1
1,2,PB139,2KR97493,26.05.14,GT_AMAR_0359,13.49385346,0.612987227,15.68856565,0.598170783,Forest,1,3K+,V207,1
1,2,PB139,2KR97493,26.05.14,GT_AMAR_0360,17.41981734,0.617296918,15.68856565,0.598170783,Forest,1,3K+,V207,1
1,1,PB152,2KP22138,27.05.14,GT_AMAR_0361,10.77100278,0.476157797,10.57131458,0.498766691,Forest,2,3K+,V27,1
1,1,PB152,2KP22138,27.05.14,GT_AMAR_0362,11.07118315,0.564120957,10.57131458,0.498766691,Forest,2,3K+,V27,1
1,1,PB152,2KP22138,27.05.14,GT_AMAR_0363,11.55559771,0.47485353,10.57131458,0.498766691,Forest,2,3K+,V27,1
1,2,PB152,2KP22138,27.05.14,GT_AMAR_0364,9.676879213,0.477729282,10.57131458,0.498766691,Forest,2,3K+,V27,1
1,2,PB152,2KP22138,27.05.14,GT_AMAR_0365,10.34411781,0.541400698,10.57131458,0.498766691,Forest,2,3K+,V27,1
1,2,PB152,2KP22138,27.05.14,GT_AMAR_0366,10.00910679,0.458337886,10.57131458,0.498766691,Forest,2,3K+,V27,1
1,1,PB140,2KR97241,26.05.14,GT_AMAR_0367,10.62922154,0.504724617,11.06302837,0.494550763,Forest,2,3K+,V207,1
1,1,PB140,2KR97241,26.05.14,GT_AMAR_0368,10.74521302,0.477990517,11.06302837,0.494550763,Forest,2,3K+,V207,1
1,1,PB140,2KR97241,26.05.14,GT_AMAR_0369,9.675278531,0.497670178,11.06302837,0.494550763,Forest,2,3K+,V207,1
1,2,PB140,2KR97241,26.05.14,GT_AMAR_0370,12.29412878,0.506307551,11.06302837,0.494550763,Forest,2,3K+,V207,1
1,2,PB140,2KR97241,26.05.14,GT_AMAR_0371,11.1752458,0.450318323,11.06302837,0.494550763,Forest,2,3K+,V207,1
1,2,PB140,2KR97241,26.05.14,GT_AMAR_0372,11.85908253,0.530293391,11.06302837,0.494550763,Forest,2,3K+,V207,1
1,1,PB153,2KR97221,27.05.14,GT_AMAR_0373,13.09138586,0.608299169,13.16892666,0.60029369,Forest,1,3K+,V134,1
1,1,PB153,2KR97221,27.05.14,GT_AMAR_0374,13.83765719,0.615146332,13.16892666,0.60029369,Forest,1,3K+,V134,1
1,1,PB153,2KR97221,27.05.14,GT_AMAR_0375,14.25257629,0.602479449,13.16892666,0.60029369,Forest,1,3K+,V134,1
1,2,PB153,2KR97221,27.05.14,GT_AMAR_0376,12.72353578,0.599305994,13.16892666,0.60029369,Forest,1,3K+,V134,1
1,2,PB153,2KR97221,27.05.14,GT_AMAR_0377,13.33018242,0.642193048,13.16892666,0.60029369,Forest,1,3K+,V134,1
1,2,PB153,2KR97221,27.05.14,GT_AMAR_0378,11.77822241,0.534338145,13.16892666,0.60029369,Forest,1,3K+,V134,1
1,1,PB28,2KP22107,19.05.14,GT_AMAR_0715,12.26504558,0.545458908,11.93225097,0.479560091,Forest,1,3K+,V304,1
1,1,PB28,2KP22107,19.05.14,GT_AMAR_0716,11.52332559,0.525380081,11.93225097,0.479560091,Forest,1,3K+,V304,1
1,1,PB28,2KP22107,19.05.14,GT_AMAR_0717,12.38043875,0.458377703,11.93225097,0.479560091,Forest,1,3K+,V304,1
1,2,PB28,2KP22107,19.05.14,GT_AMAR_0718,12.04775403,0.565100038,11.93225097,0.479560091,Forest,1,3K+,V304,1
1,2,PB28,2KP22107,19.05.14,GT_AMAR_0719,11.61603459,0.391749135,11.93225097,0.479560091,Forest,1,3K+,V304,1
1,2,PB28,2KP22107,19.05.14,GT_AMAR_0720,11.76090729,0.391294683,11.93225097,0.479560091,Forest,1,3K+,V304,1
1,1,PB31,2KP22109,19.05.14,GT_AMAR_0721,16.56483894,0.69895164,16.07642789,0.620137632,Forest,2,3K+,V355,1
1,1,PB31,2KP22109,19.05.14,GT_AMAR_0722,15.53107522,0.632141534,16.07642789,0.620137632,Forest,2,3K+,V355,1
1,1,PB31,2KP22109,19.05.14,GT_AMAR_0723,14.80731248,0.578042439,16.07642789,0.620137632,Forest,2,3K+,V355,1
1,2,PB31,2KP22109,19.05.14,GT_AMAR_0724,16.02284514,0.605814479,16.07642789,0.620137632,Forest,2,3K+,V355,1
1,2,PB31,2KP22109,19.05.14,GT_AMAR_0725,16.34347526,0.580055249,16.07642789,0.620137632,Forest,2,3K+,V355,1
1,2,PB31,2KP22109,19.05.14,GT_AMAR_0726,17.18902029,0.62582045,16.07642789,0.620137632,Forest,2,3K+,V355,1
1,1,BP36,2KR97645,20.05.14,GT_AMAR_0727,16.26529184,0.38798127,16.70302935,0.383734366,Forest,2,2K,V46,1
1,1,BP36,2KR97645,20.05.14,GT_AMAR_0728,17.32720139,0.449718227,16.70302935,0.383734366,Forest,2,2K,V46,1
1,1,BP36,2KR97645,20.05.14,GT_AMAR_0729,18.27282662,0.512723095,16.70302935,0.383734366,Forest,2,2K,V46,1
1,2,BP36,2KR97645,20.05.14,GT_AMAR_0730,16.75977819,0.357909793,16.70302935,0.383734366,Forest,2,2K,V46,0
1,2,BP36,2KR97645,20.05.14,GT_AMAR_0731,17.27011229,0.282719346,16.70302935,0.383734366,Forest,2,2K,V46,0
1,2,BP36,2KR97645,20.05.14,GT_AMAR_0732,14.32296579,0.311354463,16.70302935,0.383734366,Forest,2,2K,V46,0
1,1,BP38,2KR97235,20.05.14,GT_AMAR_0733,11.05216422,0.565710344,10.99909841,0.5669964,Forest,1,3K+,V148,1
1,1,BP38,2KR97235,20.05.14,GT_AMAR_0734,11.22196739,0.492140808,10.99909841,0.5669964,Forest,1,3K+,V148,1
1,1,BP38,2KR97235,20.05.14,GT_AMAR_0735,10.63016094,0.483191454,10.99909841,0.5669964,Forest,1,3K+,V148,1
1,2,BP38,2KR97235,20.05.14,GT_AMAR_0736,9.108408145,0.590948704,10.99909841,0.5669964,Forest,1,3K+,V148,1
1,2,BP38,2KR97235,20.05.14,GT_AMAR_0737,10.83083448,0.695276698,10.99909841,0.5669964,Forest,1,3K+,V148,1
1,2,BP38,2KR97235,20.05.14,GT_AMAR_0738,13.15105526,0.574710394,10.99909841,0.5669964,Forest,1,3K+,V148,1
1,1,PB40,2KS91836,20.05.14,GT_AMAR_0739,12.83243741,0.326262311,12.79478976,0.33539615,Urban,2,2K,S1,1
1,1,PB40,2KS91836,20.05.14,GT_AMAR_0740,10.74084827,0.326406348,12.79478976,0.33539615,Urban,2,2K,S1,1
1,1,PB40,2KS91836,20.05.14,GT_AMAR_0741,13.36267036,0.410281396,12.79478976,0.33539615,Urban,2,2K,S1,1
1,2,PB40,2KS91836,20.05.14,GT_AMAR_0742,14.16127328,0.358899377,12.79478976,0.33539615,Urban,2,2K,S1,1
1,2,PB40,2KS91836,20.05.14,GT_AMAR_0743,13.97604524,0.322703408,12.79478976,0.33539615,Urban,2,2K,S1,1
1,2,PB40,2KS91836,20.05.14,GT_AMAR_0744,11.69546403,0.26782406,12.79478976,0.33539615,Urban,2,2K,S1,1
1,1,PB45,2KS91840,21.05.14,GT_AMAR_0745,18.27122897,0.749891312,17.68279709,0.607244855,Urban,2,2K,P42,1
1,1,PB45,2KS91840,21.05.14,GT_AMAR_0746,17.38031331,0.592608799,17.68279709,0.607244855,Urban,2,2K,P42,1
