measure,pack,id,samp_date,spectrum,meas date,feather_num,YB,YH,YC,id2,rep,ok,habitat,area,sex,age
2,1,PB301,01.06.14,GT_AMAR_0206,28.03.21,4,13.99981164,498,0.711469595,PB301_2,1,1,Urban,Malmo,1,3K+
2,1,PB301,01.06.14,GT_AMAR_0207,28.03.21,4,14.45786797,498,0.753293747,PB301_2,1,1,Urban,Malmo,1,3K+
2,2,PB301,01.06.14,GT_AMAR_0208,28.03.21,4,12.93465973,498,0.578237065,PB301_2,1,1,Urban,Malmo,1,3K+
2,2,PB301,01.06.14,GT_AMAR_0209,28.03.21,4,12.99448235,493,0.483829623,PB301_2,1,1,Urban,Malmo,1,3K+
2,2,PB301,01.06.14,GT_AMAR_0210,28.03.21,4,12.59831949,498,0.569794498,PB301_2,1,1,Urban,Malmo,1,3K+
2,1,PB295,31.05.14,GT_AMAR_0211,28.03.21,4,11.95757996,498,0.714442457,PB295_2,1,1,Forest,Malmo,1,3K+
2,1,PB295,31.05.14,GT_AMAR_0212,28.03.21,4,12.52834313,498,0.767907172,PB295_2,1,1,Forest,Malmo,1,3K+
2,1,PB295,31.05.14,GT_AMAR_0213,28.03.21,4,10.56081994,493,0.59947852,PB295_2,1,1,Forest,Malmo,1,3K+
2,2,PB295,31.05.14,GT_AMAR_0214,28.03.21,4,11.29843236,498,0.716682998,PB295_2,1,1,Forest,Malmo,1,3K+
2,2,PB295,31.05.14,GT_AMAR_0215,28.03.21,4,11.46561809,498,0.695662306,PB295_2,1,1,Forest,Malmo,1,3K+
2,2,PB295,31.05.14,GT_AMAR_0216,28.03.21,4,10.64350948,493,0.636555886,PB295_2,1,1,Forest,Malmo,1,3K+
2,1,PB280,31.05.14,GT_AMAR_0217,28.03.21,4,12.04383117,498,0.727539856,PB280_2,1,1,Forest,Malmo,1,3K+
2,1,PB280,31.05.14,GT_AMAR_0218,28.03.21,4,9.742470049,493,0.749108124,PB280_2,1,1,Forest,Malmo,1,3K+
2,1,PB280,31.05.14,GT_AMAR_0219,28.03.21,4,10.89841583,498,0.716327231,PB280_2,1,1,Forest,Malmo,1,3K+
2,2,PB280,31.05.14,GT_AMAR_0220,28.03.21,4,10.76844661,498,0.56435554,PB280_2,1,1,Forest,Malmo,1,3K+
2,2,PB280,31.05.14,GT_AMAR_0221,28.03.21,4,12.47445155,493,0.615554934,PB280_2,1,1,Forest,Malmo,1,3K+
2,2,PB280,31.05.14,GT_AMAR_0222,28.03.21,4,12.95106911,498,0.696152714,PB280_2,1,1,Forest,Malmo,1,3K+
2,1,PB190,28.05.14,GT_AMAR_0223,28.03.21,4,9.962747608,493,0.466752578,PB190_2,1,1,Urban,Malmo,2,2K
2,1,PB190,28.05.14,GT_AMAR_0224,28.03.21,4,11.47462002,493,0.514466684,PB190_2,1,1,Urban,Malmo,2,2K
2,1,PB190,28.05.14,GT_AMAR_0225,28.03.21,4,11.95415202,493,0.419021068,PB190_2,1,1,Urban,Malmo,2,2K
2,2,PB190,28.05.14,GT_AMAR_0226,28.03.21,4,10.4621213,493,0.494794453,PB190_2,1,1,Urban,Malmo,2,2K
2,2,PB190,28.05.14,GT_AMAR_0227,28.03.21,4,11.55350248,493,0.452312115,PB190_2,1,1,Urban,Malmo,2,2K
2,2,PB190,28.05.14,GT_AMAR_0228,28.03.21,4,12.46622003,493,0.451198639,PB190_2,1,1,Urban,Malmo,2,2K
2,1,PB212,29.05.14,GT_AMAR_0229,28.03.21,4,12.9567976,498,0.632647364,PB212_2,1,1,Forest,Malmo,2,2K
2,1,PB212,29.05.14,GT_AMAR_0230,28.03.21,4,14.12064746,498,0.717390455,PB212_2,1,1,Forest,Malmo,2,2K
2,1,PB212,29.05.14,GT_AMAR_0231,28.03.21,4,12.76995365,498,0.690988159,PB212_2,1,1,Forest,Malmo,2,2K
2,2,PB212,29.05.14,GT_AMAR_0232,28.03.21,4,13.14413278,493,0.518776186,PB212_2,1,1,Forest,Malmo,2,2K
2,2,PB212,29.05.14,GT_AMAR_0233,28.03.21,4,13.36807662,498,0.41861145,PB212_2,1,1,Forest,Malmo,2,2K
2,2,PB212,29.05.14,GT_AMAR_0234,28.03.21,4,14.26700847,493,0.347880005,PB212_2,1,1,Forest,Malmo,2,2K
2,1,PB211,29.05.14,GT_AMAR_0235,28.03.21,4,14.36453986,498,0.664425263,PB211_2,1,1,Forest,Malmo,2,3K+
2,1,PB211,29.05.14,GT_AMAR_0236,28.03.21,4,11.79442445,498,0.646524151,PB211_2,1,1,Forest,Malmo,2,3K+
2,1,PB211,29.05.14,GT_AMAR_0237,28.03.21,4,12.55014168,498,0.688756121,PB211_2,1,1,Forest,Malmo,2,3K+
2,2,PB211,29.05.14,GT_AMAR_0238,28.03.21,4,12.62868989,498,0.685984076,PB211_2,1,1,Forest,Malmo,2,3K+
2,2,PB211,29.05.14,GT_AMAR_0239,28.03.21,4,13.51876464,498,0.637708262,PB211_2,1,1,Forest,Malmo,2,3K+
2,2,PB211,29.05.14,GT_AMAR_0240,28.03.21,4,13.28338991,498,0.568002279,PB211_2,1,1,Forest,Malmo,2,3K+
1,1,PB90,24.05.14,GT_AMAR_0241,04.04.21,4,12.18939937,493,0.597483185,PB90_1,0,1,Forest,Malmo,2,3K+
1,1,PB90,24.05.14,GT_AMAR_0242,04.04.21,4,13.95946785,498,0.606971557,PB90_1,0,1,Forest,Malmo,2,3K+
1,1,PB90,24.05.14,GT_AMAR_0243,04.04.21,4,12.56865626,498,0.690726028,PB90_1,0,1,Forest,Malmo,2,3K+
1,2,PB90,24.05.14,GT_AMAR_0244,04.04.21,4,11.56125947,493,0.58658471,PB90_1,0,1,Forest,Malmo,2,3K+
1,2,PB90,24.05.14,GT_AMAR_0245,04.04.21,4,12.70340142,493,0.708933243,PB90_1,0,1,Forest,Malmo,2,3K+
1,2,PB90,24.05.14,GT_AMAR_0246,04.04.21,4,12.81883944,498,0.646702994,PB90_1,0,1,Forest,Malmo,2,3K+
1,1,PB91,24.05.14,GT_AMAR_0247,04.04.21,4,11.09613551,493,0.541378054,PB91_1,0,1,Forest,Malmo,1,2K
1,1,PB91,24.05.14,GT_AMAR_0248,04.04.21,4,12.42963678,498,0.575329279,PB91_1,0,1,Forest,Malmo,1,2K
1,1,PB91,24.05.14,GT_AMAR_0249,04.04.21,4,9.769018673,493,0.512313964,PB91_1,0,1,Forest,Malmo,1,2K
1,2,PB91,24.05.14,GT_AMAR_0250,04.04.21,4,10.81468539,493,0.429124013,PB91_1,0,1,Forest,Malmo,1,2K
1,2,PB91,24.05.14,GT_AMAR_0251,04.04.21,4,12.4773736,493,0.477153874,PB91_1,0,1,Forest,Malmo,1,2K
1,2,PB91,24.05.14,GT_AMAR_0252,04.04.21,4,11.25634551,493,0.414653869,PB91_1,0,1,Forest,Malmo,1,2K
1,1,PB92,24.05.14,GT_AMAR_0253,04.04.21,4,11.41066585,493,0.6708551,PB92_1,0,1,Forest,Malmo,2,2K
1,1,PB92,24.05.14,GT_AMAR_0254,04.04.21,4,11.52639965,493,0.563721953,PB92_1,0,1,Forest,Malmo,2,2K
1,1,PB92,24.05.14,GT_AMAR_0255,04.04.21,4,10.46289291,493,0.623130195,PB92_1,0,1,Forest,Malmo,2,2K
1,2,PB92,24.05.14,GT_AMAR_0256,04.04.21,4,10.55771608,493,0.559325336,PB92_1,0,1,Forest,Malmo,2,2K
1,2,PB92,24.05.14,GT_AMAR_0257,04.04.21,4,11.16874407,493,0.478739095,PB92_1,0,1,Forest,Malmo,2,2K
1,2,PB92,24.05.14,GT_AMAR_0258,04.04.21,4,13.17323302,493,0.596725691,PB92_1,0,1,Forest,Malmo,2,2K
1,1,PB93,24.05.14,GT_AMAR_0259,04.04.21,4,11.21927961,493,0.603161468,PB93_1,0,1,Forest,Malmo,2,3K+
1,1,PB93,24.05.14,GT_AMAR_0260,04.04.21,4,10.86751565,493,0.485239498,PB93_1,0,1,Forest,Malmo,2,3K+
1,1,PB93,24.05.14,GT_AMAR_0261,04.04.21,4,12.38640004,493,0.642744107,PB93_1,0,1,Forest,Malmo,2,3K+
1,2,PB93,24.05.14,GT_AMAR_0262,04.04.21,4,10.75140106,493,0.556156886,PB93_1,0,1,Forest,Malmo,2,3K+
1,2,PB93,24.05.14,GT_AMAR_0263,04.04.21,4,12.03645632,493,0.47397633,PB93_1,0,1,Forest,Malmo,2,3K+
1,2,PB93,24.05.14,GT_AMAR_0264,04.04.21,4,13.21129126,493,0.51976305,PB93_1,0,1,Forest,Malmo,2,3K+
1,1,PB94,24.05.14,GT_AMAR_0265,04.04.21,4,11.38330766,493,0.590638956,PB94_1,0,1,Forest,Malmo,1,3K+
1,1,PB94,24.05.14,GT_AMAR_0266,04.04.21,4,11.89124134,493,0.528310497,PB94_1,0,1,Forest,Malmo,1,3K+
1,1,PB94,24.05.14,GT_AMAR_0267,04.04.21,4,10.3371649,493,0.624070916,PB94_1,0,1,Forest,Malmo,1,3K+
1,2,PB94,24.05.14,GT_AMAR_0268,04.04.21,4,14.77648275,498,0.601414633,PB94_1,0,1,Forest,Malmo,1,3K+
1,2,PB94,24.05.14,GT_AMAR_0269,04.04.21,4,14.24118915,493,0.553722421,PB94_1,0,1,Forest,Malmo,1,3K+
1,2,PB94,24.05.14,GT_AMAR_0270,04.04.21,4,12.95588336,493,0.472481666,PB94_1,0,1,Forest,Malmo,1,3K+
1,1,PB95,24.05.14,GT_AMAR_0271,04.04.21,4,9.334106111,493,0.622029288,PB95_1,0,1,Forest,Malmo,2,2K
1,1,PB95,24.05.14,GT_AMAR_0272,04.04.21,4,10.08985999,493,0.584356248,PB95_1,0,1,Forest,Malmo,2,2K
1,1,PB95,24.05.14,GT_AMAR_0273,04.04.21,4,10.0598278,493,0.431345114,PB95_1,0,1,Forest,Malmo,2,2K
1,2,PB95,24.05.14,GT_AMAR_0274,04.04.21,4,11.16853692,493,0.557231283,PB95_1,0,1,Forest,Malmo,2,2K
1,2,PB95,24.05.14,GT_AMAR_0275,04.04.21,4,10.52179912,493,0.597405489,PB95_1,0,1,Forest,Malmo,2,2K
1,2,PB95,24.05.14,GT_AMAR_0276,04.04.21,4,9.887161097,493,0.620391435,PB95_1,0,1,Forest,Malmo,2,2K
1,1,PB105,25.05.14,GT_AMAR_0277,04.04.21,4,13.93971527,493,0.588274449,PB105_1,0,1,Urban,Malmo,2,2K
1,1,PB105,25.05.14,GT_AMAR_0278,04.04.21,4,12.81087089,493,0.404258161,PB105_1,0,1,Urban,Malmo,2,2K
1,1,PB105,25.05.14,GT_AMAR_0279,04.04.21,4,13.1375146,493,0.413658122,PB105_1,0,1,Urban,Malmo,2,2K
1,2,PB105,25.05.14,GT_AMAR_0280,04.04.21,4,13.55138381,493,0.488496901,PB105_1,0,1,Urban,Malmo,2,2K
1,2,PB105,25.05.14,GT_AMAR_0281,04.04.21,4,11.48820077,493,0.522211716,PB105_1,0,1,Urban,Malmo,2,2K
1,2,PB105,25.05.14,GT_AMAR_0282,04.04.21,4,14.87750336,493,0.412622001,PB105_1,0,1,Urban,Malmo,2,2K
1,1,PB110,25.05.14,GT_AMAR_0283,04.04.21,4,13.63355904,493,0.67808866,PB110_1,0,1,Urban,Malmo,2,3K+
1,1,PB110,25.05.14,GT_AMAR_0284,04.04.21,4,14.2414134,493,0.553529004,PB110_1,0,1,Urban,Malmo,2,3K+
1,1,PB110,25.05.14,GT_AMAR_0285,04.04.21,4,12.90259259,493,0.64914569,PB110_1,0,1,Urban,Malmo,2,3K+
1,2,PB110,25.05.14,GT_AMAR_0286,04.04.21,4,13.97202451,493,0.441780837,PB110_1,0,1,Urban,Malmo,2,3K+
1,2,PB110,25.05.14,GT_AMAR_0287,04.04.21,4,12.80692418,493,0.488923656,PB110_1,0,1,Urban,Malmo,2,3K+
1,2,PB110,25.05.14,GT_AMAR_0288,04.04.21,4,13.32858102,493,0.523443006,PB110_1,0,1,Urban,Malmo,2,3K+
1,1,PB111,25.05.14,GT_AMAR_0289,04.04.21,4,15.08301296,493,0.554362046,PB111_1,0,1,Urban,Malmo,1,3K+
1,1,PB111,25.05.14,GT_AMAR_0290,04.04.21,4,14.04070666,493,0.437699679,PB111_1,0,1,Urban,Malmo,1,3K+
1,1,PB111,25.05.14,GT_AMAR_0291,04.04.21,4,14.30717874,493,0.30147108,PB111_1,0,1,Urban,Malmo,1,3K+
1,2,PB111,25.05.14,GT_AMAR_0292,04.04.21,4,16.48334996,493,0.621452743,PB111_1,0,1,Urban,Malmo,1,3K+
1,2,PB111,25.05.14,GT_AMAR_0293,04.04.21,4,16.38160394,498,0.674730716,PB111_1,0,1,Urban,Malmo,1,3K+
1,2,PB111,25.05.14,GT_AMAR_0294,04.04.21,4,15.2138851,493,0.432723166,PB111_1,0,1,Urban,Malmo,1,3K+
1,1,PB112,25.05.14,GT_AMAR_0295,04.04.21,4,7.2330256,642,0.389634348,PB112_1,1,1,Urban,Malmo,1,2K
1,1,PB112,25.05.14,GT_AMAR_0296,04.04.21,4,8.026930818,679,0.452820846,PB112_1,1,1,Urban,Malmo,1,2K
1,1,PB112,25.05.14,GT_AMAR_0297,04.04.21,4,8.260282882,642,0.31155078,PB112_1,1,1,Urban,Malmo,1,2K
1,2,PB112,25.05.14,GT_AMAR_0298,04.04.21,4,7.074986324,647,0.312357366,PB112_1,1,1,Urban,Malmo,1,2K
1,2,PB112,25.05.14,GT_AMAR_0299,04.04.21,4,9.627031547,647,0.158001092,PB112_1,1,1,Urban,Malmo,1,2K
1,2,PB112,25.05.14,GT_AMAR_0300,04.04.21,4,8.41918418,647,0.176273937,PB112_1,1,1,Urban,Malmo,1,2K
1,1,PB114,25.05.14,GT_AMAR_0301,04.04.21,4,12.95721048,493,0.511172712,PB114_1,0,1,Urban,Malmo,1,2K
1,1,PB114,25.05.14,GT_AMAR_0302,04.04.21,4,13.14072124,498,0.511787995,PB114_1,0,1,Urban,Malmo,1,2K
1,1,PB114,25.05.14,GT_AMAR_0303,04.04.21,4,12.03415925,498,0.538838552,PB114_1,0,1,Urban,Malmo,1,2K
1,2,PB114,25.05.14,GT_AMAR_0304,04.04.21,4,14.56427448,493,0.488141497,PB114_1,0,1,Urban,Malmo,1,2K
1,2,PB114,25.05.14,GT_AMAR_0305,04.04.21,4,12.74250285,493,0.421214212,PB114_1,0,1,Urban,Malmo,1,2K
1,2,PB114,25.05.14,GT_AMAR_0306,04.04.21,4,13.72050699,493,0.482301645,PB114_1,0,1,Urban,Malmo,1,2K
1,1,PB115,25.05.14,GT_AMAR_0307,04.04.21,4,11.42377779,647,0.303259086,PB115_1,0,1,Urban,Malmo,2,2K
1,1,PB115,25.05.14,GT_AMAR_0308,04.04.21,4,10.68456766,642,0.281858859,PB115_1,0,1,Urban,Malmo,2,2K
1,1,PB115,25.05.14,GT_AMAR_0309,04.04.21,4,11.03681659,493,0.40970171,PB115_1,0,1,Urban,Malmo,2,2K
1,2,PB115,25.05.14,GT_AMAR_0310,04.04.21,4,11.11757391,493,0.476124235,PB115_1,0,1,Urban,Malmo,2,2K
1,2,PB115,25.05.14,GT_AMAR_0311,04.04.21,4,11.21198034,498,0.454084469,PB115_1,0,1,Urban,Malmo,2,2K
1,2,PB115,25.05.14,GT_AMAR_0312,04.04.21,4,11.55335797,493,0.483108315,PB115_1,0,1,Urban,Malmo,2,2K
1,1,PB126,25.05.14,GT_AMAR_0313,04.04.21,4,11.58960289,498,0.472397995,PB126_1,0,1,Forest,Malmo,1,2K
1,1,PB126,25.05.14,GT_AMAR_0314,04.04.21,4,12.81444438,493,0.505796822,PB126_1,0,1,Forest,Malmo,1,2K
1,1,PB126,25.05.14,GT_AMAR_0315,04.04.21,4,11.67969624,493,0.535168875,PB126_1,0,1,Forest,Malmo,1,2K
1,2,PB126,25.05.14,GT_AMAR_0316,04.04.21,4,12.02452669,498,0.652226373,PB126_1,0,1,Forest,Malmo,1,2K
1,2,PB126,25.05.14,GT_AMAR_0317,04.04.21,4,13.2708141,493,0.485908668,PB126_1,0,1,Forest,Malmo,1,2K
1,2,PB126,25.05.14,GT_AMAR_0318,04.04.21,4,12.63077322,498,0.645923082,PB126_1,0,1,Forest,Malmo,1,2K
1,1,PB127,25.05.14,GT_AMAR_0319,04.04.21,4,12.57212143,498,0.543432967,PB127_1,0,1,Forest,Malmo,2,3K+
1,1,PB127,25.05.14,GT_AMAR_0320,04.04.21,4,13.4151625,498,0.589921231,PB127_1,0,1,Forest,Malmo,2,3K+
1,1,PB127,25.05.14,GT_AMAR_0321,04.04.21,4,12.36735031,498,0.478102477,PB127_1,0,1,Forest,Malmo,2,3K+
1,2,PB127,25.05.14,GT_AMAR_0322,04.04.21,4,12.39306301,493,0.434428459,PB127_1,0,1,Forest,Malmo,2,3K+
1,2,PB127,25.05.14,GT_AMAR_0323,04.04.21,4,12.7537619,493,0.434167497,PB127_1,0,1,Forest,Malmo,2,3K+
1,2,PB127,25.05.14,GT_AMAR_0324,04.04.21,4,13.78063471,498,0.576272824,PB127_1,0,1,Forest,Malmo,2,3K+
1,1,PB128,25.05.14,GT_AMAR_0325,04.04.21,4,10.2349255,493,0.452789648,PB128_1,0,1,Forest,Malmo,2,2K
1,1,PB128,25.05.14,GT_AMAR_0326,04.04.21,4,12.0611541,493,0.574015889,PB128_1,0,1,Forest,Malmo,2,2K
1,1,PB128,25.05.14,GT_AMAR_0327,04.04.21,4,11.50133802,498,0.541192183,PB128_1,0,1,Forest,Malmo,2,2K
1,2,PB128,25.05.14,GT_AMAR_0328,04.04.21,4,11.17602461,493,0.556942289,PB128_1,0,1,Forest,Malmo,2,2K
1,2,PB128,25.05.14,GT_AMAR_0329,04.04.21,4,10.24672133,493,0.492574538,PB128_1,0,1,Forest,Malmo,2,2K
1,2,PB128,25.05.14,GT_AMAR_0330,04.04.21,4,13.42003537,493,0.562420642,PB128_1,0,1,Forest,Malmo,2,2K
1,1,PB129,25.05.14,GT_AMAR_0331,04.04.21,4,12.93271383,493,0.489527656,PB129_1,0,1,Forest,Malmo,1,3K+
1,1,PB129,25.05.14,GT_AMAR_0332,04.04.21,4,12.58690007,493,0.342319458,PB129_1,0,1,Forest,Malmo,1,3K+
1,1,PB129,25.05.14,GT_AMAR_0333,04.04.21,4,11.56287435,642,0.338867105,PB129_1,0,1,Forest,Malmo,1,3K+
1,2,PB129,25.05.14,GT_AMAR_0334,04.04.21,4,12.94872308,498,0.63237197,PB129_1,0,1,Forest,Malmo,1,3K+
1,2,PB129,25.05.14,GT_AMAR_0335,04.04.21,4,13.52117996,493,0.634709834,PB129_1,0,1,Forest,Malmo,1,3K+
1,2,PB129,25.05.14,GT_AMAR_0336,04.04.21,4,13.665669,493,0.582806966,PB129_1,0,1,Forest,Malmo,1,3K+
1,1,PB131,26.05.14,GT_AMAR_0337,04.04.21,4,11.15545233,498,0.545702138,PB131_1,0,1,Forest,Malmo,1,2K
1,1,PB131,26.05.14,GT_AMAR_0338,04.04.21,4,11.90034132,498,0.509065024,PB131_1,0,1,Forest,Malmo,1,2K
1,1,PB131,26.05.14,GT_AMAR_0339,04.04.21,4,10.48909663,498,0.504597255,PB131_1,0,1,Forest,Malmo,1,2K
1,2,PB131,26.05.14,GT_AMAR_0340,04.04.21,4,11.81075522,498,0.412893582,PB131_1,0,1,Forest,Malmo,1,2K
1,2,PB131,26.05.14,GT_AMAR_0341,04.04.21,4,10.93017673,498,0.484547926,PB131_1,0,1,Forest,Malmo,1,2K
1,2,PB131,26.05.14,GT_AMAR_0342,04.04.21,4,11.05345719,493,0.395263568,PB131_1,0,1,Forest,Malmo,1,2K
1,1,PB135,26.05.14,GT_AMAR_0343,04.04.21,4,10.5702157,493,0.481579822,PB135_1,0,1,Forest,Malmo,2,2K
1,1,PB135,26.05.14,GT_AMAR_0344,04.04.21,4,10.45110979,498,0.724410917,PB135_1,0,1,Forest,Malmo,2,2K
1,1,PB135,26.05.14,GT_AMAR_0345,04.04.21,4,10.88918885,493,0.463165467,PB135_1,0,1,Forest,Malmo,2,2K
1,2,PB135,26.05.14,GT_AMAR_0346,04.04.21,4,10.68814419,493,0.487501566,PB135_1,0,1,Forest,Malmo,2,2K
1,2,PB135,26.05.14,GT_AMAR_0347,04.04.21,4,12.36498624,493,0.468632668,PB135_1,0,1,Forest,Malmo,2,2K
1,2,PB135,26.05.14,GT_AMAR_0348,04.04.21,4,11.33528738,498,0.451902891,PB135_1,0,1,Forest,Malmo,2,2K
1,1,PB136,26.05.14,GT_AMAR_0349,04.04.21,4,11.15793735,493,0.320966915,PB136_1,0,1,Forest,Malmo,2,2K
1,1,PB136,26.05.14,GT_AMAR_0350,04.04.21,4,11.71380947,498,0.529528078,PB136_1,0,1,Forest,Malmo,2,2K
1,1,PB136,26.05.14,GT_AMAR_0351,04.04.21,4,11.3709529,493,0.481451357,PB136_1,0,1,Forest,Malmo,2,2K
1,2,PB136,26.05.14,GT_AMAR_0352,04.04.21,4,11.01102934,642,0.436631305,PB136_1,0,1,Forest,Malmo,2,2K
1,2,PB136,26.05.14,GT_AMAR_0353,04.04.21,4,12.67802392,493,0.429542469,PB136_1,0,1,Forest,Malmo,2,2K
1,2,PB136,26.05.14,GT_AMAR_0354,04.04.21,4,11.60463977,498,0.455607146,PB136_1,0,1,Forest,Malmo,2,2K
1,1,PB139,26.05.14,GT_AMAR_0355,04.04.21,4,15.64218394,498,0.591255071,PB139_1,0,1,Forest,Malmo,1,3K+
1,1,PB139,26.05.14,GT_AMAR_0356,04.04.21,4,15.72896376,498,0.700599315,PB139_1,0,1,Forest,Malmo,1,3K+
1,1,PB139,26.05.14,GT_AMAR_0357,04.04.21,4,16.63756423,498,0.541059227,PB139_1,0,1,Forest,Malmo,1,3K+
1,2,PB139,26.05.14,GT_AMAR_0358,04.04.21,4,15.20901115,493,0.525826942,PB139_1,0,1,Forest,Malmo,1,3K+
1,2,PB139,26.05.14,GT_AMAR_0359,04.04.21,4,13.49385346,498,0.612987227,PB139_1,0,1,Forest,Malmo,1,3K+
1,2,PB139,26.05.14,GT_AMAR_0360,04.04.21,4,17.41981734,493,0.617296918,PB139_1,0,1,Forest,Malmo,1,3K+
1,1,PB152,27.05.14,GT_AMAR_0361,04.04.21,4,10.77100278,493,0.476157797,PB152_1,0,1,Forest,Malmo,2,3K+
1,1,PB152,27.05.14,GT_AMAR_0362,04.04.21,4,11.07118315,498,0.564120957,PB152_1,0,1,Forest,Malmo,2,3K+
1,1,PB152,27.05.14,GT_AMAR_0363,04.04.21,4,11.55559771,493,0.47485353,PB152_1,0,1,Forest,Malmo,2,3K+
1,2,PB152,27.05.14,GT_AMAR_0364,04.04.21,4,9.676879213,493,0.477729282,PB152_1,0,1,Forest,Malmo,2,3K+
1,2,PB152,27.05.14,GT_AMAR_0365,04.04.21,4,10.34411781,498,0.541400698,PB152_1,0,1,Forest,Malmo,2,3K+
1,2,PB152,27.05.14,GT_AMAR_0366,04.04.21,4,10.00910679,642,0.458337886,PB152_1,0,1,Forest,Malmo,2,3K+
1,1,PB140,26.05.14,GT_AMAR_0367,04.04.21,4,10.62922154,493,0.504724617,PB140_1,0,1,Forest,Malmo,2,3K+
1,1,PB140,26.05.14,GT_AMAR_0368,04.04.21,4,10.74521302,493,0.477990517,PB140_1,0,1,Forest,Malmo,2,3K+
1,1,PB140,26.05.14,GT_AMAR_0369,04.04.21,4,9.675278531,493,0.497670178,PB140_1,0,1,Forest,Malmo,2,3K+
1,2,PB140,26.05.14,GT_AMAR_0370,04.04.21,4,12.29412878,493,0.506307551,PB140_1,0,1,Forest,Malmo,2,3K+
1,2,PB140,26.05.14,GT_AMAR_0371,04.04.21,4,11.1752458,493,0.450318323,PB140_1,0,1,Forest,Malmo,2,3K+
1,2,PB140,26.05.14,GT_AMAR_0372,04.04.21,4,11.85908253,498,0.530293391,PB140_1,0,1,Forest,Malmo,2,3K+
1,1,PB153,27.05.14,GT_AMAR_0373,04.04.21,4,13.09138586,498,0.608299169,PB153_1,0,1,Forest,Malmo,1,3K+
1,1,PB153,27.05.14,GT_AMAR_0374,04.04.21,4,13.83765719,498,0.615146332,PB153_1,0,1,Forest,Malmo,1,3K+
1,1,PB153,27.05.14,GT_AMAR_0375,04.04.21,4,14.25257629,498,0.602479449,PB153_1,0,1,Forest,Malmo,1,3K+
1,2,PB153,27.05.14,GT_AMAR_0376,04.04.21,4,12.72353578,498,0.599305994,PB153_1,0,1,Forest,Malmo,1,3K+
1,2,PB153,27.05.14,GT_AMAR_0377,04.04.21,4,13.33018242,498,0.642193048,PB153_1,0,1,Forest,Malmo,1,3K+
1,2,PB153,27.05.14,GT_AMAR_0378,04.04.21,4,11.77822241,493,0.534338145,PB153_1,0,1,Forest,Malmo,1,3K+
1,1,LI01,24.09.14,GT_AMAR_0379,05.04.21,4,17.58526562,499,0.819502266,LI01_1,0,1,Urban,Lisbon,1,3K+
1,1,LI01,24.09.14,GT_AMAR_0380,05.04.21,4,16.04740963,498,0.609452494,LI01_1,0,1,Urban,Lisbon,1,3K+
1,1,LI01,24.09.14,GT_AMAR_0381,05.04.21,4,16.63644031,498,0.69859836,LI01_1,0,1,Urban,Lisbon,1,3K+
1,2,LI01,24.09.14,GT_AMAR_0382,05.04.21,4,17.65810561,498,0.733274993,LI01_1,0,1,Urban,Lisbon,1,3K+
1,2,LI01,24.09.14,GT_AMAR_0383,05.04.21,4,16.86160018,498,0.674469737,LI01_1,0,1,Urban,Lisbon,1,3K+
1,2,LI01,24.09.14,GT_AMAR_0384,05.04.21,4,16.94663883,498,0.585609663,LI01_1,0,1,Urban,Lisbon,1,3K+
1,1,LI02,24.09.14,GT_AMAR_0385,05.04.21,4,15.39381776,642,0.195257706,LI02_1,1,1,Urban,Lisbon,2,2K
1,1,LI02,24.09.14,GT_AMAR_0386,05.04.21,4,14.94188011,642,0.217196755,LI02_1,1,1,Urban,Lisbon,2,2K
1,1,LI02,24.09.14,GT_AMAR_0387,05.04.21,4,15.06495314,642,0.156305351,LI02_1,1,1,Urban,Lisbon,2,2K
1,2,LI02,24.09.14,GT_AMAR_0388,05.04.21,4,13.45964759,642,0.197334043,LI02_1,1,1,Urban,Lisbon,2,2K
1,2,LI02,24.09.14,GT_AMAR_0389,05.04.21,4,15.44631289,647,0.122488857,LI02_1,1,1,Urban,Lisbon,2,2K
1,2,LI02,24.09.14,GT_AMAR_0390,05.04.21,4,14.05778242,647,0.168736602,LI02_1,1,1,Urban,Lisbon,2,2K
1,1,LI03,24.09.14,GT_AMAR_0391,05.04.21,4,13.17437853,498,0.620120204,LI03_1,0,1,Urban,Lisbon,1,3K+
1,1,LI03,24.09.14,GT_AMAR_0392,05.04.21,4,14.05713329,499,0.810401592,LI03_1,0,1,Urban,Lisbon,1,3K+
1,1,LI03,24.09.14,GT_AMAR_0393,05.04.21,4,13.38790682,499,0.676721838,LI03_1,0,1,Urban,Lisbon,1,3K+
1,2,LI03,24.09.14,GT_AMAR_0394,05.04.21,4,12.41710843,498,0.692207749,LI03_1,0,1,Urban,Lisbon,1,3K+
1,2,LI03,24.09.14,GT_AMAR_0395,05.04.21,4,14.4786806,498,0.637009741,LI03_1,0,1,Urban,Lisbon,1,3K+
1,2,LI03,24.09.14,GT_AMAR_0396,05.04.21,4,13.52853185,498,0.672017515,LI03_1,0,1,Urban,Lisbon,1,3K+
1,1,LI05,24.09.14,GT_AMAR_0397,05.04.21,4,13.13253593,493,0.416951482,LI05_1,0,1,Urban,Lisbon,2,3K+
1,1,LI05,24.09.14,GT_AMAR_0398,05.04.21,4,12.83282231,498,0.36504244,LI05_1,0,1,Urban,Lisbon,2,3K+
1,1,LI05,24.09.14,GT_AMAR_0399,05.04.21,4,14.06821511,498,0.37998615,LI05_1,0,1,Urban,Lisbon,2,3K+
